Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
UIC_exposed,Science,Computing,140000,Kandy,Peradeniya,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
siddhanthshetty,Science,Agriculture,250000,Colombo,Moratuwa,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
acr,Arts,Computing,250000,Colombo,Thalawathugoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
goudam_jm,Science,Computing,220000,Gampaha,Kadawatha,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
randomUser1234,Science,Computing,120000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
erajhassan,Science,Business,120000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
shakepreman,Maths,Architecture,190000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
Rachana Nikum,Science,Humanities & Science,150000,Gampaha,Negombo,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
ayukay,Arts,Hospitality & Culinary,175000,Gampaha,Negombo,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
anshulvar,Science,Humanities & Science,180000,Colombo,Malabe,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
bhargavi_karumanchi,Science,Computing,180000,Gampaha,Nittambuwa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
aniket777,Maths,Engineering,100000,Colombo,Homagama,Electrical & Electronic Engineering - NSBM Green University,
gettinganuj,Arts,Hospitality & Culinary,100000,Colombo,Koswatta,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
rosh2sweet,Science,Computing,175000,Colombo,Koswatta,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
vishnew89,Maths,Engineering,170000,Kandy,Kandy,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kumar198,Maths,Architecture,90000,Kandy,Kandy,Architects - Sri Lanka Institute of Architects,
shaily_gre,Maths,Architecture,100000,Matara,Weligama,Architects - Sri Lanka Institute of Architects,
bsaisandeep,Arts,Business,175000,Colombo,Homagama,HR Management - NSBM Green University,
soumyaroopdutta,Arts,Humanities & Science,300000,Colombo,Kottawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
chalasani14,Maths,Architecture,175000,Colombo,Kottawa,Architects - General Sir John Kotelawala Defence University,
gmalathi,Arts,Music & Drama,175000,Matara,Matara,Music - university of visual and performing arts,
nandanh,Science,Business,120000,Colombo,Battaramulla,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
asamgosi,Science,Humanities & Science,100000,Colombo,Moratuwa,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
opportunist953,Science,Computing,160000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
AlexTom,Commerce,Business,100000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
shekhar99,Science,Computing,175000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
Rmz7867,Maths,Computing,100000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
shivchaitanya.vc,Science,Computing,175000,Matara,Matara,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),matara
rutagor,Arts,Music & Drama,300000,Gampaha,Kiribathgoda,Music - university of visual and performing arts,
sidkoolin,Maths,Computing,150000,Colombo,Kottawa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
gammak,Arts,Computing,150000,Matara,Weligama,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
abhi_bond,Science,Computing,175000,Colombo,Homagama,Computer System Engineering - NSBM Green University,
anay.pandit,Science,Humanities & Science,175000,Matara,Matara,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
Rupakshi,Arts,Business,100000,Colombo,Moratuwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
prasadsmemane,Science,Computing,90000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
Souther,Commerce,Business,175000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
sanjeev_sanz,Science,Computing,180000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
abhijitoka,Arts,Humanities & Science,100000,Colombo,Kottawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
cwtsang,Commerce,Business,90000,Galle,Galle,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mozbaer,Commerce,Business,120000,Colombo,Thalawathugoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mishrajp88,Arts,Computing,100000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
naresh_chadokar,Science,Hospitality & Culinary,150000,Kalutara,Aluthgama,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
Daman Bhatia,Commerce,Business,175000,Colombo,Kottawa,HR Management - NSBM Green University,
aditidixit00,Science,Humanities & Science,150000,Kandy,Kandy,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
nitin_nitt,Commerce,Business,120000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
zeevee,Arts,Humanities & Science,100000,Galle,Galle,Law - Sri Lanka Institute of Information Technology(SLIIT),
kapil1988,Commerce,Computing,120000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
vktarigopula,Arts,Computing,100000,Hambantota,Hambantota,Computer Networks - NSBM Green University,
sravandona1028,Science,Computing,150000,Colombo,Moratuwa,Computer Science - General Sir John Kotelawala Defence University,
shredk,Maths,Engineering,180000,Colombo,Thalawathugoda,Electrical & Electronic Engineering - Sri Lanka Institute of Information Technology(SLIIT),
titanium17,Arts,Hospitality & Culinary,250000,Gampaha,Kiribathgoda,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
radsthegreat,Maths,Engineering,175000,Kalutara,Wadduwa,Civil Engineering - General Sir John Kotelawala Defence University,
ashwini subbarayan,Maths,Computing,175000,Galle,Galle,Information Technology - General Sir John Kotelawala Defence University,
ashwath_pratap,Arts,Business,250000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
pramodsetlur,Maths,Computing,160000,Kandy,Kandy,Computer Science - General Sir John Kotelawala Defence University,
mcsushanth89,Science,Engineering,100000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
Kwar,Maths,Computing,150000,Colombo,Koswatta,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
neerajpurandare,Maths,Engineering,180000,Colombo,Moratuwa,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
govilpravil,Commerce,Computing,140000,Kalutara,Panadura,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
suyash87,Arts,Engineering,180000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
shashan,Science,Engineering,100000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
maheshreddy12,Maths,Computing,150000,Colombo,Homagama,Computer System Engineering - NSBM Green University,
niti.7a,Science,Engineering,150000,Kalutara,Kalutara,Civil Engineering - General Sir John Kotelawala Defence University,
kunaldbz,Science,Computing,175000,Gampaha,Kiribathgoda,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
anusha.bondili,Science,Computing,175000,Colombo,Koswatta,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
manmeet1,Science,Computing,300000,Hambantota,Hambantota,Computer Science - General Sir John Kotelawala Defence University,
saifalfalah,Arts,Computing,80000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
jkothari,Arts,Hospitality & Culinary,100000,Kandy,Kandy,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
Jayp53,Maths,Computing,90000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
mohan5sep,Arts,Computing,120000,Matara,Weligama,Data Science - General Sir John Kotelawala Defence University,
srigaps,Commerce,Computing,140000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
luckychikna,Maths,Business,180000,Colombo,Moratuwa,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
SchumiAuditore,Arts,Computing,85000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
antidote,Science,Business,175000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
Amarja,Maths,Engineering,150000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
rahulagasthya,Arts,Music & Drama,100000,Gampaha,Kadawatha,Visual Arts - university of visual and performing arts,
sasagar0,Maths,Business,180000,Colombo,Moratuwa,HND - IDM University,
sidnskid,Commerce,Business,150000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
nnaik,Maths,Computing,90000,Colombo,Moratuwa,Data Science - General Sir John Kotelawala Defence University,
suriyha,Science,Business,175000,Colombo,Thalawathugoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
karansomani,Arts,Business,175000,Colombo,Rathmalana,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
samkapoor,Arts,Computing,100000,Gampaha,Nittambuwa,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
kartaker007,Commerce,Business,175000,Matara,Matara,Business Management - Sri Lanka Institute of Information Technology(SLIIT),matara
parthdesai21,Arts,Humanities & Science,175000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
fiesta,Arts,Business,90000,Galle,Galle,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
asam23,Commerce,Business,120000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
deepsamal,Science,Humanities & Science,120000,Colombo,Malabe,Psychology - Sri Lanka Institute of Information Technology(SLIIT),
saranbrb,Commerce,Computing,120000,Gampaha,Nittambuwa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Neha_raju,Arts,Computing,140000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
codrrex,Science,Business,150000,Colombo,Koswatta,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Windle_Poons,Technology,Computing,150000,Colombo,Battaramulla,Software Engineering - ESOFT Metro Campus,
radha.intellect,Science,Humanities & Science,150000,Colombo,Kottawa,Physiotherapy - General Sir John Kotelawala Defence University,
kaushik2061,Science,Humanities & Science,180000,Colombo,Koswatta,Physical Science - Horizon Campus,
avaniguptacse,Maths,Computing,180000,Colombo,Kaduwela,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
telaprolu,Maths,Business,180000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
srilesnar,Arts,Designing,90000,Hambantota,Hambantota,Fashion Design - National Institute of Business Management,
harrypotin,Commerce,Computing,85000,Hambantota,Hambantota,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
ameyadhr,Science,Business,100000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nikhilgona,Science,Humanities & Science,100000,Gampaha,Negombo,Biotechnology - Sri Lanka Institute of Information Technology(SLIIT),
go_to_america,Science,Agriculture,100000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
abhishek8991,Commerce,Computing,175000,Colombo,Kottawa,Computer Science - NSBM Green University,
rritambhar,Arts,Computing,175000,Gampaha,Kiribathgoda,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
itisabha,Science,Humanities & Science,90000,Kurunagala,Polgasowita,Nursing - Sri Lanka Institute of Information Technology(SLIIT),
sheth_nishit,Arts,Business,120000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
beckham556,Arts,Hospitality & Culinary,120000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
sagar.bendale,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
breexee,Technology,Computing,140000,Gampaha,Kadawatha,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
PoornimaKaniarasu,Science,Agriculture,100000,Kandy,Kandy,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
tbavalatti,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
isha55,Commerce,Computing,100000,Colombo,Avissawella,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
rpt,Arts,Computing,180000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
ajayami12,Arts,Computing,180000,Colombo,Moratuwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
swshirod21,Science,Agriculture,100000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
coolkimi007,Arts,Humanities & Science,100000,Kandy,Kandy,English - Horizon Campus,kandy
Neehareddy,Maths,Business,300000,Gampaha,Kelaniya,Management in Marketing - Horizon Campus,
sudhakar553,Arts,Agriculture,100000,Matara,Matara,Agriculture Economics - Postgraduate Institute of Agriculture University of Peradeniya,
swapnilkmahajan,Arts,Computing,175000,Matara,Matara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),matara
keepguessin,Maths,Computing,100000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
jayneel,Arts,Business,90000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
sandhya,Maths,Engineering,120000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sumedhab212,Maths,Computing,175000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
Meghna Shah,Arts,Humanities & Science,100000,Gampaha,Negombo,Law - Sri Lanka Institute of Information Technology(SLIIT),
ida1009,Arts,Business,140000,Colombo,Rathmalana,Logistics Management - General Sir John Kotelawala Defence University,
ravi.flipsyde,Science,Computing,100000,Colombo,Moratuwa,Software Engineering - General Sir John Kotelawala Defence University,
homer hickam,Science,Business,175000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
nivis1990,Commerce,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
ankurgupta,Maths,Business,150000,Galle,Galle,Quality Management - Sri Lanka Institute of Information Technology(SLIIT),
mech.srinivas,Maths,Business,150000,Colombo,Rathmalana,Logistics Management - General Sir John Kotelawala Defence University,
igohokar,Arts,Designing,180000,Colombo,Wellawatta,Fashion Design - National Institute of Business Management,
varsha03,Maths,Business,120000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mhangargi,Commerce,Business,250000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
aswinb,Maths,Engineering,250000,Gampaha,Wattala,Electrical & Electronic Engineering - NSBM Green University,
ananya123,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
mukta11,Maths,Business,120000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
ManojKal,Commerce,Business,175000,Gampaha,Kottawa,HR Management - NSBM Green University,
aravind,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
utkarsh2403,Maths,Business,150000,Colombo,Kaduwela,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
akshat71,Arts,Computing,100000,Kalutara,Panadura,Software Engineering - General Sir John Kotelawala Defence University,
kriskiran,Commerce,Business,170000,Gampaha,Kelaniya,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
rush22,Maths,Hospitality & Culinary,100000,Matara,Matara,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
shaurya jagtap,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
nbhirud,Commerce,Computing,180000,Colombo,Kottawa,Computer Science - General Sir John Kotelawala Defence University,
bonceleste_5,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
afrinshafiuddin,Maths,Engineering,90000,Colombo,Koswatta,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
nistha,Science,Music & Drama,170000,Matara,Weligama,Music - university of visual and performing arts,
Trex10,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
karam004,Commerce,Humanities & Science,90000,Kandy,Kandy,Law - Sri Lanka Institute of Information Technology(SLIIT),
shikhar01,Arts,Computing,100000,Gampaha,Kiribathgoda,Information Technology - ICBT,
chintan_90,Maths,Engineering,125000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
raul_969,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
nishprem,Arts,Computing,175000,Kandy,Kandy,Networking & Mobile Computing - Horizon Campus,
pavankothagorla,Science,Computing,180000,Hambantota,Hambantota,Data Science - General Sir John Kotelawala Defence University,
anshverma,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
rajatbhambani,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sanky10987,Maths,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
ridan,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
aditya23788,Commerce,Business,180000,Galle,Galle,HR Management - NSBM Green University,
sunhong,Arts,Business,180000,Gampaha,Kiribathgoda,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
Gavish_Gulati,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
gchhina,Arts,Business,150000,Kalutara,Panadura,HND - IDM University,
binit.00354,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
rushabhnshah,Arts,Business,175000,Kurunagala,Polgasowita,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
rohituppalapati,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Gman3,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
Poojaa7191,Arts,Business,120000,Colombo,Kottawa,Marketing management - NSBM Green University,
ilambharathik,Maths,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
maitreyi241,Commerce,Business,180000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
vandy2k,Commerce,Computing,120000,Colombo,Thalawathugoda,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
mukho1708,Commerce,Computing,150000,Colombo,Koswatta,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
sidedulix,Technology,Engineering,150000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
dgunasek,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
shijo1009,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
banuprathap,Science,Agriculture,250000,Gampaha,Kiribathgoda,Agriculture Economics - Postgraduate Institute of Agriculture University of Peradeniya,
sud03r,Commerce,Humanities & Science,120000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
Asif.Motorwala,Arts,Hospitality & Culinary,150000,Colombo,Moratuwa,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
lokresh88,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
aroalisha,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
akshat1991,Arts,Music & Drama,90000,Colombo,Rathmalana,Visual Arts - university of visual and performing arts,
ankit2012,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
nmysore,Maths,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
zenith48,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
CodingMonkey,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
satty_00,Science,Agriculture,100000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
vickeykamat,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
ssk2025,Maths,Computing,125000,Kandy,Kandy,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Prabakar Theivaraaj,Arts,Humanities & Science,140000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
vinod_s1991,Science,Computing,180000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
krugger,Maths,Engineering,175000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
yash94888,Maths,Engineering,175000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
amannith,Science,Computing,180000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
aero.kul,Maths,Architecture,180000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
saideepak9,Maths,Computing,175000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
shailendrapatil92,Science,Computing,175000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
karrywxmm,Science,Computing,175000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
sachet.vanga,Technology,Computing,300000,Kalutara,Panadura,Software Technology - University of Vocational Technology Ratmalana,
raghuveer.ramesh,Commerce,Business,250000,Kandy,Kandy,Management in Marketing - Horizon Campus,
sarath,Technology,Computing,175000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
tarneetsingh,Science,Business,175000,Hambantota,Hambantota,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
aragorn108,Science,Humanities & Science,100000,Colombo,Homagama,English - Sri Lanka Institute of Information Technology(SLIIT),
sat90,Maths,Architecture,170000,Matara,Dikwella,Architects - Sri Lanka Institute of Architects,
PavanKumarKata,Science,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
sake4567,Commerce,Computing,100000,Kandy,Kandy,Software Engineering - ICBT,
swetag24,Arts,Humanities & Science,100000,Galle,Galle,Law - General Sir John Kotelawala Defence University,
testrah,Science,Computing,175000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
newbrow,Arts,Hospitality & Culinary,175000,Colombo,Rathmalana,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
samcentor,Science,Business,90000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
atul.sumbly,Maths,Computing,120000,Gampaha,Kadawatha,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
kavya.bobba,Science,Humanities & Science,120000,Matara,Matara,Nursing - General Sir John Kotelawala Defence University,
Rupesh_,Commerce,Business,120000,Hambantota,Hambantota,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
Ksaurabh.chirag,Science,Business,140000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
ruined1234,Maths,Engineering,150000,Kandy,Kandy,Computer System Engineering - NSBM Green University,
Dibyojyoti,Arts,Hospitality & Culinary,150000,Kalutara,Panadura,Patisserie Progremme - Sri Lanka Institute of Information Technology(SLIIT),
avp1991,Maths,Engineering,150000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ravi060791,Commerce,Computing,180000,Colombo,Kottawa,Computer Networks - NSBM Green University,
iamnotvp,Science,Humanities & Science,180000,Kandy,Kandy,Biological Science - Horizon Campus,kandy
georgemathew1990,Arts,Business,180000,Kalutara,Panadura,HND - IDM University,
mythz,Science,Business,220000,Colombo,Kottawa,Marketing management - NSBM Green University,
caeserind123,Arts,Engineering,190000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ashwin.isaac,Maths,Computing,125000,Gampaha,Negombo,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
pragadheesh,Science,Computing,120000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
manikjain27,Technology,Computing,125000,Colombo,Battaramulla,Software Engineering - ESOFT Metro Campus,
kritikaravi,Arts,Computing,200000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
phanindra2288,Maths,Computing,150000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kaushil111,Arts,Business,120000,Colombo,Kottawa,Marketing management - NSBM Green University,
Galaxy123,Commerce,Business,125000,Kandy,Peradeniya,Management in Marketing - Horizon Campus,
pviv86,Commerce,Computing,125000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
knowsagar,Maths,Business,180000,Colombo,Rathmalana,HR Management - BMS Business Management School,
seemairani,Commerce,Computing,180000,Kalutara,Panadura,Computer Science - Australian College of Business and Technology(ACBT),
supernovapavan,Arts,Engineering,180000,Colombo,Kottawa,Automotive Engineering - ICBT,
karankd89,Arts,Hospitality & Culinary,95000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
JDBK86,Arts,Computing,190000,Colombo,Homagama,Computer Networks - NSBM Green University,
amkedu,Commerce,Computing,120000,Colombo,Thalawathugoda,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
rsquare,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
avenkat10,Maths,Hospitality & Culinary,100000,Matara,Matara,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
swaroopboddu,Science,Business,175000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
BEAMer,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
Gopinat,Commerce,Business,125000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Parth_S,Commerce,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
phaniharish,Commerce,Business,125000,Gampaha,Negombo,Human Capital Management - Sri Lanka Institute of Information Technology(SLIIT),
imaginative,Arts,Computing,100000,Gampaha,Kiribathgoda,Information Technology - ICBT,
shreya2591,Commerce,Business,175000,Gampaha,Kottawa,HR Management - NSBM Green University,
Silver Shah,Maths,Business,220000,Colombo,Koswatta,HR Management - BMS Business Management School,
Yasha,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
satyasrim,Commerce,Engineering,120000,Gampaha,Nittambuwa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
manaswimishra,Arts,Business,120000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
kevinshaggy,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
bhandarirahul,Arts,Business,140000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
ThinkXtra,Science,Business,175000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
prashantsolanki,Commerce,Computing,175000,Colombo,Kottawa,Computer Science - NSBM Green University,
